field_label,field_key,field_type,field_selection,field_limit,field_lovs,form,ddh_machine_name,microdata_library,mdlib_section,mdlib_field,mdlib_json_field,tid
Country,geographicalCoverage,lookup,multiselect,,Turkey,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,259
Country,geographicalCoverage,lookup,multiselect,,Turkmenistan,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,260
Country,geographicalCoverage,lookup,multiselect,,Ukraine,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,264
Country,geographicalCoverage,lookup,multiselect,,United Kingdom,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,266
Country,geographicalCoverage,lookup,multiselect,,Uzbekistan,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,269
Country,geographicalCoverage,lookup,multiselect,,World,Basic,field_wbddh_country,"Geographic Coverage, Country",coverage,country,codeBook/stdyDscr/stdyInfo/sumDscr/nation,848
Global Practices,globalPractice,lookup,multiselect,,Agriculture,Basic,field_wbddh_gps_ccsas,,,,,423
Global Practices,globalPractice,lookup,multiselect,,Climate Change,Basic,field_wbddh_gps_ccsas,,,,,424
Global Practices,globalPractice,lookup,multiselect,,Education,Basic,field_wbddh_gps_ccsas,,,,,420
Global Practices,globalPractice,lookup,multiselect,,Energy & Extractives,Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,Environment & Natural Resources,Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,Finance & Markets,Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,"Fragility, Conflict & Violence",Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,Gender,Basic,field_wbddh_gps_ccsas,,,,,432
Global Practices,globalPractice,lookup,multiselect,,Governance,Basic,field_wbddh_gps_ccsas,,,,,416
Global Practices,globalPractice,lookup,multiselect,,"Health, Nutrition & Population",Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,Jobs,Basic,field_wbddh_gps_ccsas,,,,,433
Global Practices,globalPractice,lookup,multiselect,,Macroeconomics & Fiscal Management,Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,Poverty & Equity,Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,Public-Private Partnerships,Basic,field_wbddh_gps_ccsas,,,,,427
Global Practices,globalPractice,lookup,multiselect,,Social Protection & Labor,Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,"Social, Urban, Rural & Resilience",Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,Trade & Competitiveness,Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,Transport & ICT,Basic,field_wbddh_gps_ccsas,,,,,
Global Practices,globalPractice,lookup,multiselect,,Water,Basic,field_wbddh_gps_ccsas,,,,,430
Grant Number,grantNumber,text,,,,Microdata,,,,,,
Kind of Data,kindData,list,,80,Administrative records data,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,857
Kind of Data,kindData,list,,80,Aggregate data,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,858
Kind of Data,kindData,list,,80,Census/enumeration data,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,856
Kind of Data,kindData,list,,80,Clinical data,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,867
Kind of Data,kindData,list,,80,Event/transaction data,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,859
Kind of Data,kindData,list,,80,Geospatial data,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,864
Kind of Data,kindData,list,,80,Observation data/ratings,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,860
Kind of Data,kindData,list,,80,Process-produced data,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,861
Kind of Data,kindData,list,,80,Sample survey data,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,855
Kind of Data,kindData,list,,80,Time budget diaries,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,862
Kind of Data,kindData,list,,80,Time series data,Microdata,field_wbddh_kind_of_data,Kind of Data,overview,kind of data,codeBook/stdyDscr/stdyInfo/sumDscr/dataKind,863
Languages Supported,language,list,multiselect,40,Arabic,Basic,field_wbddh_languages_supported,,,,,339
Languages Supported,language,list,multiselect,40,Abkhaz,Basic,field_wbddh_languages_supported,,,,,1011
Languages Supported,language,list,multiselect,40,Afar,Basic,field_wbddh_languages_supported,,,,,1012
Languages Supported,language,list,multiselect,40,Afrikaans,Basic,field_wbddh_languages_supported,,,,,1013
Languages Supported,language,list,multiselect,40,Akan,Basic,field_wbddh_languages_supported,,,,,1014
Languages Supported,language,list,multiselect,40,Amharic,Basic,field_wbddh_languages_supported,,,,,1016
Languages Supported,language,list,multiselect,40,Aragonese,Basic,field_wbddh_languages_supported,,,,,1017
Languages Supported,language,list,multiselect,40,Armenian,Basic,field_wbddh_languages_supported,,,,,1018
Languages Supported,language,list,multiselect,40,Assamese,Basic,field_wbddh_languages_supported,,,,,1019
Languages Supported,language,list,multiselect,40,Avaric,Basic,field_wbddh_languages_supported,,,,,1020
Languages Supported,language,list,multiselect,40,Avestan,Basic,field_wbddh_languages_supported,,,,,1021
Languages Supported,language,list,multiselect,40,Aymara,Basic,field_wbddh_languages_supported,,,,,1022
Languages Supported,language,list,multiselect,40,Azerbaijani,Basic,field_wbddh_languages_supported,,,,,1023
Languages Supported,language,list,multiselect,40,Bahasa Indonesia (Indonesian),Basic,field_wbddh_languages_supported,,,,,345
Languages Supported,language,list,multiselect,40,Bambara,Basic,field_wbddh_languages_supported,,,,,1024
Languages Supported,language,list,multiselect,40,Bashkir,Basic,field_wbddh_languages_supported,,,,,1025
Languages Supported,language,list,multiselect,40,Basque,Basic,field_wbddh_languages_supported,,,,,1026
Languages Supported,language,list,multiselect,40,Belarusian,Basic,field_wbddh_languages_supported,,,,,1027
Languages Supported,language,list,multiselect,40,Bengali,Basic,field_wbddh_languages_supported,,,,,1028
Languages Supported,language,list,multiselect,40,Bihari,Basic,field_wbddh_languages_supported,,,,,1029
Languages Supported,language,list,multiselect,40,Bislama,Basic,field_wbddh_languages_supported,,,,,1030
Languages Supported,language,list,multiselect,40,Bosnian,Basic,field_wbddh_languages_supported,,,,,1031
Languages Supported,language,list,multiselect,40,Breton,Basic,field_wbddh_languages_supported,,,,,1032
Languages Supported,language,list,multiselect,40,Bulgarian,Basic,field_wbddh_languages_supported,,,,,340
Languages Supported,language,list,multiselect,40,Burmese,Basic,field_wbddh_languages_supported,,,,,1033
Languages Supported,language,list,multiselect,40,Catalan,Basic,field_wbddh_languages_supported,,,,,1034
Languages Supported,language,list,multiselect,40,Chamorro,Basic,field_wbddh_languages_supported,,,,,1035
Languages Supported,language,list,multiselect,40,Chechen,Basic,field_wbddh_languages_supported,,,,,1036
Languages Supported,language,list,multiselect,40,Chichewa,Basic,field_wbddh_languages_supported,,,,,1037
Languages Supported,language,list,multiselect,40,Chinese,Basic,field_wbddh_languages_supported,,,,,342
Languages Supported,language,list,multiselect,40,Church Slavic,Basic,field_wbddh_languages_supported,,,,,1038
Languages Supported,language,list,multiselect,40,Chuvash,Basic,field_wbddh_languages_supported,,,,,1039
Languages Supported,language,list,multiselect,40,Cornish,Basic,field_wbddh_languages_supported,,,,,1040
Languages Supported,language,list,multiselect,40,Corsican,Basic,field_wbddh_languages_supported,,,,,1041
Languages Supported,language,list,multiselect,40,Cree,Basic,field_wbddh_languages_supported,,,,,1042
Languages Supported,language,list,multiselect,40,Croatian,Basic,field_wbddh_languages_supported,,,,,1043
Languages Supported,language,list,multiselect,40,Czech,Basic,field_wbddh_languages_supported,,,,,1044
Languages Supported,language,list,multiselect,40,Danish,Basic,field_wbddh_languages_supported,,,,,1045
Languages Supported,language,list,multiselect,40,Divehi,Basic,field_wbddh_languages_supported,,,,,1046
Languages Supported,language,list,multiselect,40,Dutch,Basic,field_wbddh_languages_supported,,,,,865
Languages Supported,language,list,multiselect,40,Dzongkha,Basic,field_wbddh_languages_supported,,,,,1047
Languages Supported,language,list,multiselect,40,English,Basic,field_wbddh_languages_supported,,,,,337
Languages Supported,language,list,multiselect,40,Esperanto,Basic,field_wbddh_languages_supported,,,,,1048
Languages Supported,language,list,multiselect,40,Estonian,Basic,field_wbddh_languages_supported,,,,,1049
Languages Supported,language,list,multiselect,40,Ewe,Basic,field_wbddh_languages_supported,,,,,1050
Languages Supported,language,list,multiselect,40,Faroese,Basic,field_wbddh_languages_supported,,,,,1051
Languages Supported,language,list,multiselect,40,Fijian,Basic,field_wbddh_languages_supported,,,,,1052
Languages Supported,language,list,multiselect,40,Finnish,Basic,field_wbddh_languages_supported,,,,,1053
Languages Supported,language,list,multiselect,40,French,Basic,field_wbddh_languages_supported,,,,,343
Languages Supported,language,list,multiselect,40,Fulah,Basic,field_wbddh_languages_supported,,,,,1054
Languages Supported,language,list,multiselect,40,Galician,Basic,field_wbddh_languages_supported,,,,,1055
Languages Supported,language,list,multiselect,40,Ganda,Basic,field_wbddh_languages_supported,,,,,1056
Languages Supported,language,list,multiselect,40,Georgian,Basic,field_wbddh_languages_supported,,,,,1057
Languages Supported,language,list,multiselect,40,German,Basic,field_wbddh_languages_supported,,,,,866
Languages Supported,language,list,multiselect,40,Greek,Basic,field_wbddh_languages_supported,,,,,1058
Languages Supported,language,list,multiselect,40,Guarani,Basic,field_wbddh_languages_supported,,,,,1059
Languages Supported,language,list,multiselect,40,Gujarati,Basic,field_wbddh_languages_supported,,,,,1060
Languages Supported,language,list,multiselect,40,Haitian,Basic,field_wbddh_languages_supported,,,,,1061
Languages Supported,language,list,multiselect,40,Hausa,Basic,field_wbddh_languages_supported,,,,,1062
Languages Supported,language,list,multiselect,40,Hebrew,Basic,field_wbddh_languages_supported,,,,,1063
Languages Supported,language,list,multiselect,40,Herero,Basic,field_wbddh_languages_supported,,,,,1064
Languages Supported,language,list,multiselect,40,Hindi,Basic,field_wbddh_languages_supported,,,,,344
Languages Supported,language,list,multiselect,40,Hiri Motu,Basic,field_wbddh_languages_supported,,,,,1065
Languages Supported,language,list,multiselect,40,Hungarian,Basic,field_wbddh_languages_supported,,,,,1066
Languages Supported,language,list,multiselect,40,Icelandic,Basic,field_wbddh_languages_supported,,,,,1067
Languages Supported,language,list,multiselect,40,Ido,Basic,field_wbddh_languages_supported,,,,,1068
Languages Supported,language,list,multiselect,40,Igbo,Basic,field_wbddh_languages_supported,,,,,1069
Languages Supported,language,list,multiselect,40,Interlingua,Basic,field_wbddh_languages_supported,,,,,1071
Languages Supported,language,list,multiselect,40,Interlingue,Basic,field_wbddh_languages_supported,,,,,1072
Languages Supported,language,list,multiselect,40,Inukitut,Basic,field_wbddh_languages_supported,,,,,1073
Languages Supported,language,list,multiselect,40,Inupiaq,Basic,field_wbddh_languages_supported,,,,,1074
Languages Supported,language,list,multiselect,40,Irish,Basic,field_wbddh_languages_supported,,,,,1075
Languages Supported,language,list,multiselect,40,Italian,Basic,field_wbddh_languages_supported,,,,,1076
Languages Supported,language,list,multiselect,40,Japanese,Basic,field_wbddh_languages_supported,,,,,346
Languages Supported,language,list,multiselect,40,Javanese,Basic,field_wbddh_languages_supported,,,,,1077
Languages Supported,language,list,multiselect,40,Kalaallisut,Basic,field_wbddh_languages_supported,,,,,1078
Languages Supported,language,list,multiselect,40,Kannada,Basic,field_wbddh_languages_supported,,,,,1079
Languages Supported,language,list,multiselect,40,Kanuri,Basic,field_wbddh_languages_supported,,,,,1080
Languages Supported,language,list,multiselect,40,Kashmiri,Basic,field_wbddh_languages_supported,,,,,1081
Languages Supported,language,list,multiselect,40,Kazakh,Basic,field_wbddh_languages_supported,,,,,1082
Languages Supported,language,list,multiselect,40,Khmer(Cambodian),Basic,field_wbddh_languages_supported,,,,,341
Languages Supported,language,list,multiselect,40,Kikuyu,Basic,field_wbddh_languages_supported,,,,,1084
Languages Supported,language,list,multiselect,40,Kinyarwanda,Basic,field_wbddh_languages_supported,,,,,1085
Languages Supported,language,list,multiselect,40,Kirundi,Basic,field_wbddh_languages_supported,,,,,1086
Languages Supported,language,list,multiselect,40,Komi,Basic,field_wbddh_languages_supported,,,,,1087
Languages Supported,language,list,multiselect,40,Kongo,Basic,field_wbddh_languages_supported,,,,,1088
Languages Supported,language,list,multiselect,40,Korean,Basic,field_wbddh_languages_supported,,,,,1089
Languages Supported,language,list,multiselect,40,Kuanyama,Basic,field_wbddh_languages_supported,,,,,1090
Languages Supported,language,list,multiselect,40,Kurdish,Basic,field_wbddh_languages_supported,,,,,1091
Languages Supported,language,list,multiselect,40,Kyrgyz,Basic,field_wbddh_languages_supported,,,,,1092
Languages Supported,language,list,multiselect,40,Ladin,Basic,field_wbddh_languages_supported,,,,,1093
Languages Supported,language,list,multiselect,40,Lao,Basic,field_wbddh_languages_supported,,,,,1094
Languages Supported,language,list,multiselect,40,Latin,Basic,field_wbddh_languages_supported,,,,,1095
Languages Supported,language,list,multiselect,40,Latvian,Basic,field_wbddh_languages_supported,,,,,1096
Languages Supported,language,list,multiselect,40,Limburgan,Basic,field_wbddh_languages_supported,,,,,1097
Languages Supported,language,list,multiselect,40,Lingala,Basic,field_wbddh_languages_supported,,,,,1098
Languages Supported,language,list,multiselect,40,Lithuanian,Basic,field_wbddh_languages_supported,,,,,1099
Languages Supported,language,list,multiselect,40,Luba-Katanga,Basic,field_wbddh_languages_supported,,,,,1100
Languages Supported,language,list,multiselect,40,Luxembourgish,Basic,field_wbddh_languages_supported,,,,,1101
Languages Supported,language,list,multiselect,40,Macedonian,Basic,field_wbddh_languages_supported,,,,,347
Languages Supported,language,list,multiselect,40,Malagasy,Basic,field_wbddh_languages_supported,,,,,1102
Languages Supported,language,list,multiselect,40,Malay,Basic,field_wbddh_languages_supported,,,,,1103
Languages Supported,language,list,multiselect,40,Malayalam,Basic,field_wbddh_languages_supported,,,,,1104
Languages Supported,language,list,multiselect,40,Maltese,Basic,field_wbddh_languages_supported,,,,,1105
Languages Supported,language,list,multiselect,40,Manx,Basic,field_wbddh_languages_supported,,,,,1106
Languages Supported,language,list,multiselect,40,Maori,Basic,field_wbddh_languages_supported,,,,,1107
Languages Supported,language,list,multiselect,40,Marathi,Basic,field_wbddh_languages_supported,,,,,1108
Languages Supported,language,list,multiselect,40,Marshallese,Basic,field_wbddh_languages_supported,,,,,1109
Languages Supported,language,list,multiselect,40,Mongolian,Basic,field_wbddh_languages_supported,,,,,348
Languages Supported,language,list,multiselect,40,Nauru,Basic,field_wbddh_languages_supported,,,,,1110
Languages Supported,language,list,multiselect,40,Navajo,Basic,field_wbddh_languages_supported,,,,,1111
Languages Supported,language,list,multiselect,40,Ndonga,Basic,field_wbddh_languages_supported,,,,,1112
Languages Supported,language,list,multiselect,40,Nepali,Basic,field_wbddh_languages_supported,,,,,1113
Languages Supported,language,list,multiselect,40,Northern Ndebele,Basic,field_wbddh_languages_supported,,,,,1114
Languages Supported,language,list,multiselect,40,Northern Sami,Basic,field_wbddh_languages_supported,,,,,1115
Languages Supported,language,list,multiselect,40,Norwegian,Basic,field_wbddh_languages_supported,,,,,1116
Languages Supported,language,list,multiselect,40,Norwegian Bokmal,Basic,field_wbddh_languages_supported,,,,,1117
Languages Supported,language,list,multiselect,40,Norwegian Nynorsk,Basic,field_wbddh_languages_supported,,,,,1118
Languages Supported,language,list,multiselect,40,Nuosu,Basic,field_wbddh_languages_supported,,,,,1119
Languages Supported,language,list,multiselect,40,Occitan,Basic,field_wbddh_languages_supported,,,,,1120
Languages Supported,language,list,multiselect,40,Ojibwa,Basic,field_wbddh_languages_supported,,,,,1121
Languages Supported,language,list,multiselect,40,Oriya,Basic,field_wbddh_languages_supported,,,,,1122
Languages Supported,language,list,multiselect,40,Oromo,Basic,field_wbddh_languages_supported,,,,,1123
Languages Supported,language,list,multiselect,40,Ossetian,Basic,field_wbddh_languages_supported,,,,,1124
Languages Supported,language,list,multiselect,40,Pali,Basic,field_wbddh_languages_supported,,,,,1125
Languages Supported,language,list,multiselect,40,Panjabi,Basic,field_wbddh_languages_supported,,,,,1126
Languages Supported,language,list,multiselect,40,Persian,Basic,field_wbddh_languages_supported,,,,,1127
Languages Supported,language,list,multiselect,40,Polish,Basic,field_wbddh_languages_supported,,,,,349
Languages Supported,language,list,multiselect,40,Portuguese,Basic,field_wbddh_languages_supported,,,,,350
Languages Supported,language,list,multiselect,40,Pushto,Basic,field_wbddh_languages_supported,,,,,1128
Languages Supported,language,list,multiselect,40,Quechua,Basic,field_wbddh_languages_supported,,,,,1129
Languages Supported,language,list,multiselect,40,Romanian,Basic,field_wbddh_languages_supported,,,,,351
Languages Supported,language,list,multiselect,40,Romansh,Basic,field_wbddh_languages_supported,,,,,1130
Languages Supported,language,list,multiselect,40,Russian,Basic,field_wbddh_languages_supported,,,,,352
Languages Supported,language,list,multiselect,40,Samoan,Basic,field_wbddh_languages_supported,,,,,1131
Languages Supported,language,list,multiselect,40,Sango,Basic,field_wbddh_languages_supported,,,,,1132
Languages Supported,language,list,multiselect,40,Sanskrit,Basic,field_wbddh_languages_supported,,,,,1133
Languages Supported,language,list,multiselect,40,Sardinian,Basic,field_wbddh_languages_supported,,,,,1134
Languages Supported,language,list,multiselect,40,Serbian,Basic,field_wbddh_languages_supported,,,,,1135
Languages Supported,language,list,multiselect,40,Shona,Basic,field_wbddh_languages_supported,,,,,1136
Languages Supported,language,list,multiselect,40,Shqip(Albanian),Basic,field_wbddh_languages_supported,,,,,338
Languages Supported,language,list,multiselect,40,Sichuan Yi,Basic,field_wbddh_languages_supported,,,,,1137
Languages Supported,language,list,multiselect,40,Sindhi,Basic,field_wbddh_languages_supported,,,,,1138
Languages Supported,language,list,multiselect,40,Sinhala,Basic,field_wbddh_languages_supported,,,,,1139
Languages Supported,language,list,multiselect,40,Slovak,Basic,field_wbddh_languages_supported,,,,,1140
Languages Supported,language,list,multiselect,40,Slovene,Basic,field_wbddh_languages_supported,,,,,1141
Languages Supported,language,list,multiselect,40,Somali,Basic,field_wbddh_languages_supported,,,,,1142
Languages Supported,language,list,multiselect,40,Southern Ndebele,Basic,field_wbddh_languages_supported,,,,,1143
Languages Supported,language,list,multiselect,40,Southern Sotho,Basic,field_wbddh_languages_supported,,,,,1144
Languages Supported,language,list,multiselect,40,Spanish,Basic,field_wbddh_languages_supported,,,,,353
Languages Supported,language,list,multiselect,40,Sundanese,Basic,field_wbddh_languages_supported,,,,,1145
Languages Supported,language,list,multiselect,40,Swahili,Basic,field_wbddh_languages_supported,,,,,1146
Languages Supported,language,list,multiselect,40,Swati,Basic,field_wbddh_languages_supported,,,,,1147
Languages Supported,language,list,multiselect,40,Swedish,Basic,field_wbddh_languages_supported,,,,,1148
Languages Supported,language,list,multiselect,40,Tagalog,Basic,field_wbddh_languages_supported,,,,,1149
Languages Supported,language,list,multiselect,40,Tahitian,Basic,field_wbddh_languages_supported,,,,,1150
Languages Supported,language,list,multiselect,40,Tajik,Basic,field_wbddh_languages_supported,,,,,1151
Languages Supported,language,list,multiselect,40,Tamil,Basic,field_wbddh_languages_supported,,,,,1152
Languages Supported,language,list,multiselect,40,Tatar,Basic,field_wbddh_languages_supported,,,,,1153
Languages Supported,language,list,multiselect,40,Telugu,Basic,field_wbddh_languages_supported,,,,,1154
Languages Supported,language,list,multiselect,40,Thai,Basic,field_wbddh_languages_supported,,,,,354
Languages Supported,language,list,multiselect,40,Tibetan,Basic,field_wbddh_languages_supported,,,,,1155
Languages Supported,language,list,multiselect,40,Tigrinya,Basic,field_wbddh_languages_supported,,,,,1156
Languages Supported,language,list,multiselect,40,Tonga (Tonga Islands),Basic,field_wbddh_languages_supported,,,,,1157
Languages Supported,language,list,multiselect,40,Tsonga,Basic,field_wbddh_languages_supported,,,,,1158
Languages Supported,language,list,multiselect,40,Tswana,Basic,field_wbddh_languages_supported,,,,,1159
Languages Supported,language,list,multiselect,40,Turkish,Basic,field_wbddh_languages_supported,,,,,355
Languages Supported,language,list,multiselect,40,Turkmen,Basic,field_wbddh_languages_supported,,,,,1160
Languages Supported,language,list,multiselect,40,Twi,Basic,field_wbddh_languages_supported,,,,,1161
Languages Supported,language,list,multiselect,40,Ukrainian,Basic,field_wbddh_languages_supported,,,,,356
Languages Supported,language,list,multiselect,40,Urdu,Basic,field_wbddh_languages_supported,,,,,1162
Languages Supported,language,list,multiselect,40,Uyghur,Basic,field_wbddh_languages_supported,,,,,1163
Languages Supported,language,list,multiselect,40,Uzbek,Basic,field_wbddh_languages_supported,,,,,1164
Languages Supported,language,list,multiselect,40,Venda,Basic,field_wbddh_languages_supported,,,,,1165
Languages Supported,language,list,multiselect,40,Vietnamese,Basic,field_wbddh_languages_supported,,,,,357
Languages Supported,language,list,multiselect,40,Volapuk,Basic,field_wbddh_languages_supported,,,,,1166
Languages Supported,language,list,multiselect,40,Walloon,Basic,field_wbddh_languages_supported,,,,,1167
Languages Supported,language,list,multiselect,40,Welsh,Basic,field_wbddh_languages_supported,,,,,1168
Languages Supported,language,list,multiselect,40,Western Frisian,Basic,field_wbddh_languages_supported,,,,,1169
Languages Supported,language,list,multiselect,40,Wolof,Basic,field_wbddh_languages_supported,,,,,1170
Languages Supported,language,list,multiselect,40,Xhosa,Basic,field_wbddh_languages_supported,,,,,1171
Languages Supported,language,list,multiselect,40,Yiddish,Basic,field_wbddh_languages_supported,,,,,1172
Languages Supported,language,list,multiselect,40,Yoruba,Basic,field_wbddh_languages_supported,,,,,1173
Languages Supported,language,list,multiselect,40,Zhuang,Basic,field_wbddh_languages_supported,,,,,1174
Languages Supported,language,list,multiselect,40,Zulu,Basic,field_wbddh_languages_supported,,,,,1175
Languages Supported,language,list,multiselect,40,Language not specified,Basic,field_wbddh_languages_supported,,,,,873
Type of License,license,text,,255,,Basic,field_wbddh_license,,,,,
Limitations and exceptions,limitExcept,text,,,,Microdata,field_wbddh_limitations_geo,,,,,
Lineage (O),lineage,text,,,,Microdata,field_wbddh_lineage,,,,,
Link to an API,linkApi,url,,,,Basic,,,,,,
Link to a File,linkremoteFile,url,,,,Basic,,,,,,
Link to a URL,linkUrl,url,,,,Basic,,,,,,
URL Description,linkurlBody,text,,,,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,.Code,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Best Practice Document,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Bulkdownload Dataset file,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Dataset,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Guideline Document,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Help Document,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Infographic,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Learning Material,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,License,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Manual and Guideline Document,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Memorandum of Understanding (MOU),Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Metadata,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Methodology Documents,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Mobile app,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,News Release or Announcement,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Other,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Presentation,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Preview file,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Query Tool,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Survey,Basic,,,,,,
Resource Type - link,linkurlResourceType,list,,,Terms of Reference,Basic,,,,,,
Maintenance,maintenance,list,,40,Annually,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,As needed,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,Biannually,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,Continually,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,Daily,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,Fortnightly,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,Irregular,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,Monthly,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,None planned,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,Quarterly,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,Unknown,Microdata,field_wbddh_maintenance,,,,,
Maintenance,maintenance,list,,40,Weekly,Microdata,field_wbddh_maintenance,,,,,
Reference ID,md_referenceID,,,,,Microdata,field_wbddh_reference_id,,identification,id number,codeBook/stdyDscr/citation/titlStmt/IDNo,
Metadata Character Set,metadataCharSet,text,,,,Microdata,field_wbddh_charset,Metadata Character Set,,,,
Metadata file identifier (O),metadataFileID,text,,,,Microdata,field_wbddh_file_identifier,Metadata file,,,,
Metadata Produced By - Affiliation,metadataProdAff,text,,,,Microdata,,Metadata Produced By - Affiliation,,,,
Metadata Produced By - Abbreviation,metadataProdContact,text,,,,Microdata,,Metadata Produced By - Abbreviation,,,,
Metadata Produced By - Name,metadataProdName,text,,,,Microdata,,Metadata Produced By - Name,,,,
Metadata Produced By - Role,metadataProdRole,text,,,,Microdata,,Metadata Produced By - Role,,,,
Metadata standard name (O),metadataStandName,text,,,,Microdata,field_wbddh_standard_name,Metadata standard,,,,
Mode of Data Collection,modeDataColl,list,multiselect,80,Computer Assisted Personal Interview,Microdata,field_wbddh_mode_data_collection,,data collection,mode of data collection,codeBook/stdyDscr/method/dataColl/collMode,476
Mode of Data Collection,modeDataColl,list,multiselect,80,Computer Assisted Telephone Interview,Microdata,field_wbddh_mode_data_collection,,data collection,mode of data collection,codeBook/stdyDscr/method/dataColl/collMode,477
Mode of Data Collection,modeDataColl,list,multiselect,80,Face-to-face,Microdata,field_wbddh_mode_data_collection,,data collection,mode of data collection,codeBook/stdyDscr/method/dataColl/collMode,478
Mode of Data Collection,modeDataColl,list,multiselect,80,Focus Group,Microdata,field_wbddh_mode_data_collection,,data collection,mode of data collection,codeBook/stdyDscr/method/dataColl/collMode,480
Mode of Data Collection,modeDataColl,list,multiselect,80,Internet,Microdata,field_wbddh_mode_data_collection,,data collection,mode of data collection,codeBook/stdyDscr/method/dataColl/collMode,481
