field_label,pretty_name,field_key,field_type,field_selection,field_limit,field_lovs,form,ddh_machine_name,microdata_library,geo_catalog,open_data_catalog,to_check,comment
Format,format,fileurlDocumentType,list,,,JSON,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,KML,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,Other,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,PDF,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,PNG,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,PPT,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,Python,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,R,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,RASTER,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,SHP,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,SPSS,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,Stata,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,TAB,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,Tiff,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,VECTOR,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,WCS,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,WFS,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,WIS,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,WMS,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,WMTS,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,WPS,Basic,,,,,,
Format,format,fileurlDocumentType,list,,,XML,Basic,,,,,,
Funding Abbreviation,funding_abbreviation,fundingAbbr,,,,,Microdata,,Funding Abbreviation,,,,
Funding Role,funding_role,fundingRole,,,,,Microdata,,Funding Role,,,,
Grant Number,grant_number,grantNumber,text,,,,Microdata,,,,,,
Keywords,keywords,searchTags,text,,,,Basic,,,,,,
Last Revision of File URL,last_revision_of_file_url,fileurlRevision,date,,,,Basic,,,,,,
Link to a File,link_to_a_file,linkremoteFile,url,,,,Basic,,,WebService URL,URL,,
Link to a URL,link_to_a_url,linkUrl,url,,,,Basic,,,,"Mobile app, Source URL",,
Link to an API,link_to_an_api,linkApi,url,,,,Basic,,,,"API Access URL, API Location",,
Metadata Produced By - Abbreviation,metadata_produced_by_-_abbreviation,metadataProdContact,text,,,,Microdata,,Metadata Produced By - Abbreviation,,,,
Metadata Produced By - Affiliation,metadata_produced_by_-_affiliation,metadataProdAff,text,,,,Microdata,,Metadata Produced By - Affiliation,,,,
Metadata Produced By - Name,metadata_produced_by_-_name,metadataProdName,text,,,,Microdata,,Metadata Produced By - Name,,,,
Metadata Produced By - Role,metadata_produced_by_-_role,metadataProdRole,text,,,,Microdata,,Metadata Produced By - Role,,,,
Other Acknowledgments Abbreviation,other_acknowledgments_abbreviation,otherAck,text,,1000,,Microdata,,Other Acknowledgments Abbreviation,,,,
Other Acknowledgments Role,other_acknowledgments_role,otherAckRole,text,,1000,,Microdata,,Other Acknowledgments Role,,,,
Other Producer(s) Affiliation,other_producer_s_affiliation,otherProdAff,,,,,Microdata,,Other Producer(s) Affiliation,,,,
Other Producer(s) Name,other_producer_s_name,otherProdName,text,,1000,,Microdata,,"Other Producer(s) Name, Affiliation, Role",,,,
Other Producer(s) Role,other_producer_s_role,otherProdRole,,,,,Microdata,,Other Producer(s) Role,,,,
Primary Investigator Affiliation,primary_investigator_affiliation,primaryInvAff,,,,,Microdata,,Primary Investigator Affiliation,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,.Code,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Best Practice Document,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Bulkdownload Dataset file,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Dataset,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Guideline Document,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Help Document,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Infographic,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Learning Material,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,License,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Manual and Guideline Document,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Memorandum of Understanding (MOU),Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Metadata,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Methodology Documents,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Mobile app,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,News Release or Announcement,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Other,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Presentation,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Preview file,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Query Tool,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Survey,Basic,,,,,,
Resource Type - link,resource_type_-_link,linkurlResourceType,list,,,Terms of Reference,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,.Code,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Best Practice Document,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Bulkdownload Dataset file,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Dataset,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Guideline Document,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Help Document,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Infographic,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Learning Material,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,License,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Manual and Guideline Document,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Memorandum of Understanding (MOU),Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Metadata,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Methodology Documents,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Mobile app,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,News Release or Announcement,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Other,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Presentation,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Preview file,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Query Tool,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Survey,Basic,,,,,,
Resource Type - upload,resource_type_-_upload,fileuploadResourceType,list,,,Terms of Reference,Basic,,,,,,
Series Code,series_code,seriesCode,,,,,Geospatial,,,,,,
Source,source,sourceDescription,text,,,,Basic,,,,,,
Thumbnail URL,thumbnail_url,thumbURL,url,,,,Geospatial,,,Thumbnail URL,,,
Time Period Cycle,time_period_cycle,timeperiodCycle,,,,,Basic,,,,,,
Time Period End Date,time_period_end_date,timeperiodEnddate,,,,,Basic,,,,,,
Time Period Start Date,time_period_start_date,timeperiodStartdate,,,,,Basic,,,,,,
TTL Email ,ttl_email_,ttlEmail,lookup,,255,PeopleSoft,Basic,,,,Internal Contact Details,,
TTL Name,ttl_name,ttlName,lookup,,255,PeopleSoft,Basic,,,,Internal Contact Details,,
TTL Title,ttl_title,ttlTitle,lookup,,255,PeopleSoft,Basic,,,,,,
TTL Unit,ttl_unit,ttlUnit,display,,,,Basic,,,,Internal Contact Details,,
Upload a File,upload_a_file,upload,upload,multiselect,,,Basic,,,,,,
URL Description,url_description,linkurlBody,text,,,,Basic,,,,,,
Web Service Type,web_service_type,webservType,list,,,KML,Geospatial,,,Web Service Type,,,
Web Service Type,web_service_type,webservType,list,,,REST,Geospatial,,,Web Service Type,,,
Web Service Type,web_service_type,webservType,list,,,WCS,Geospatial,,,Web Service Type,,,
Web Service Type,web_service_type,webservType,list,,,WFS,Geospatial,,,Web Service Type,,,
Web Service Type,web_service_type,webservType,list,,,WMS,Geospatial,,,Web Service Type,,,
Web Service Type,web_service_type,webservType,list,,,WMTS,Geospatial,,,Web Service Type,,,
Web Service Type,web_service_type,webservType,list,,,WPS,Geospatial,,,Web Service Type,,,
